1000 20000
0 999
460 249 81
547 636 95
769 740 5
481 494 62
992 755 41
961 157 76
594 830 65
231 41 96
898 46 99
893 925 14
898 501 97
786 239 92
924 18 86
225 956 95
872 88 88
914 907 14
674 528 66
121 998 72
587 596 62
774 906 71
401 48 89
704 326 41
160 103 45
23 793 32
385 356 2
867 197 63
44 458 89
245 938 12
970 790 45
61 487 24
377 788 63
620 314 67
231 827 46
355 383 7
283 546 100
563 945 60
653 271 15
859 194 52
586 224 73
799 31 100
11 101 16
261 927 80
719 376 15
283 251 38
805 533 82
888 691 46
801 236 43
426 931 9
601 424 67
966 359 1
397 746 25
745 657 94
772 440 81
109 453 75
86 366 43
628 470 69
688 755 69
378 687 20
717 36 42
883 411 92
811 209 98
81 978 25
78 987 81
139 753 13
424 605 45
126 969 2
952 15 69
202 539 22
196 587 66
327 296 42
362 865 16
91 207 45
577 525 9
895 366 23
47 787 97
21 815 55
827 260 27
944 321 71
52 389 36
810 613 83
681 296 28
48 351 32
117 116 82
774 861 66
507 609 69
393 318 79
791 172 24
539 622 89
622 23 93
447 723 87
992 692 19
177 46 61
152 714 31
281 649 25
534 659 4
935 61 50
493 50 96
630 520 18
378 463 36
521 423 72
748 457 18
332 510 56
888 488 6
971 248 98
990 80 83
293 651 98
738 924 58
640 8 60
914 595 13
670 99 21
101 455 27
945 163 66
185 872 89
278 107 25
668 448 87
89 147 15
339 434 53
229 802 71
809 271 87
202 139 62
768 695 76
687 199 21
286 376 1
441 72 27
490 459 88
86 476 32
309 253 31
445 845 14
391 272 4
684 912 53
940 906 95
412 808 25
208 817 60
242 91 61
569 703 95
741 525 53
810 344 34
348 28 86
244 441 30
148 629 38
86 609 66
259 776 53
211 430 98
887 785 97
236 850 77
501 21 44
86 282 27
466 594 98
883 7 49
35 712 52
675 392 95
88 802 77
269 379 19
487 388 22
144 203 36
361 607 44
621 742 35
587 182 56
970 314 2
162 548 26
674 334 50
957 865 83
357 359 21
612 814 50
223 576 33
350 964 86
630 669 45
909 599 76
850 655 85
192 749 51
819 788 81
763 111 23
604 931 84
25 438 49
701 587 82
934 29 60
748 582 80
533 671 55
138 823 47
325 570 61
727 371 8
390 737 19
967 156 94
709 508 27
788 385 84
849 980 40
683 667 67
56 278 47
367 563 30
685 688 55
903 702 41
96 344 60
217 345 34
836 147 56
858 593 54
490 778 85
237 218 38
14 668 19
986 144 22
741 549 88
224 217 41
129 627 6
195 928 50
916 83 26
695 84 10
52 285 30
82 58 57
171 74 46
607 65 97
804 244 57
515 615 75
437 827 82
534 527 21
110 356 78
357 936 20
518 82 11
254 4 46
410 496 38
50 819 99
100 678 41
81 185 59
290 887 13
612 297 75
993 506 68
703 937 56
800 384 42
84 669 44
100 477 75
130 670 89
466 613 41
414 336 21
911 317 84
257 93 90
982 525 65
703 576 5
37 279 7
492 567 28
106 686 26
859 372 95
680 613 22
837 575 64
853 346 68
792 831 84
106 839 32
201 842 10
247 436 19
805 947 24
438 161 33
561 524 87
290 587 39
228 268 47
85 257 38
227 318 16
956 726 76
360 671 40
23 764 59
442 685 31
157 682 11
829 178 13
350 508 42
446 945 11
918 69 88
330 86 88
952 263 89
913 370 77
264 584 79
979 209 95
384 818 11
346 930 50
65 627 23
427 881 40
327 305 79
283 710 10
622 834 62
675 575 25
624 718 88
958 543 55
25 685 37
65 7 61
822 701 67
18 863 31
923 466 20
983 387 85
744 585 34
723 655 98
762 865 56
117 88 89
534 59 22
383 537 67
599 885 37
345 483 6
98 965 6
818 976 46
405 80 45
855 623 27
188 205 4
558 178 36
760 632 30
661 595 72
808 422 12
548 438 60
502 333 19
328 63 33
932 793 24
570 288 73
677 831 41
144 348 64
686 133 46
459 394 67
578 890 33
416 97 79
400 679 41
479 536 55
327 844 93
641 450 100
636 175 74
870 798 91
171 267 1
797 217 63
975 345 20
887 320 38
733 613 52
947 322 51
501 670 19
411 800 13
466 932 40
145 184 19
563 227 38
799 3 68
789 489 65
249 529 99
762 265 41
593 805 48
580 744 24
574 350 15
165 122 13
443 19 28
471 22 25
428 409 36
8 692 53
396 184 90
834 679 67
828 82 33
970 337 63
622 100 20
494 593 42
718 927 96
83 778 85
120 836 48
306 533 96
875 90 5
477 194 33
450 131 97
21 892 15
507 981 29
463 9 21
616 175 29
465 688 51
426 669 14
150 526 64
702 471 36
627 268 61
917 781 44
97 674 92
343 81 73
810 757 18
143 379 97
795 212 24
698 447 70
557 229 45
263 89 91
291 801 14
784 586 38
961 677 50
683 778 82
977 986 53
400 183 50
492 611 82
303 599 17
560 876 20
162 383 95
942 32 62
244 795 31
737 383 87
84 983 98
627 918 25
787 823 86
468 705 57
674 320 89
936 479 98
481 625 52
14 122 35
843 851 73
97 65 8
299 976 27
661 461 100
974 551 24
125 35 95
222 232 86
244 210 71
409 399 51
401 377 10
39 496 44
250 692 55
556 919 6
42 358 9
874 60 90
266 919 40
933 382 89
577 540 79
308 238 100
166 359 62
519 90 89
282 101 48
769 171 26
381 615 50
119 108 78
749 847 23
808 644 51
97 301 66
189 687 68
816 42 6
378 985 74
886 565 53
110 411 100
368 804 45
178 584 94
941 266 62
705 302 43
177 418 88
451 204 71
819 966 97
438 216 8
189 360 27
63 937 63
143 787 68
643 375 44
53 982 46
939 869 90
714 180 85
441 264 96
597 286 44
682 461 54
934 771 6
50 611 88
332 280 95
354 851 47
294 605 87
122 906 32
656 7 64
960 438 52
628 245 43
441 377 24
990 598 35
31 670 38
34 656 88
825 554 66
455 484 6
735 872 54
336 563 51
272 588 50
113 827 4
570 148 1
673 65 1
514 643 31
840 700 24
501 852 46
541 966 28
230 605 67
283 671 69
48 188 41
451 240 99
58 888 85
515 397 6
539 958 62
392 706 89
391 482 15
472 383 14
161 725 1
31 77 10
848 905 74
200 173 99
367 298 24
48 644 94
721 472 13
477 423 34
427 430 61
199 54 12
166 546 61
614 602 66
443 442 11
270 441 98
266 524 89
950 364 18
492 132 11
544 966 65
245 380 62
393 9 83
878 798 35
891 592 10
755 189 54
137 738 80
312 971 81
649 489 92
225 827 21
227 674 12
705 990 32
567 444 19
344 645 41
124 83 86
758 665 25
704 550 88
914 583 45
86 163 92
479 165 9
100 693 67
498 613 100
446 548 61
516 940 80
217 4 69
838 136 50
309 329 61
712 164 26
233 223 16
665 630 100
978 609 54
615 99 40
674 985 47
370 63 73
45 850 8
922 13 54
536 288 26
633 665 63
607 90 88
127 593 100
546 188 34
468 478 79
847 429 53
424 371 32
871 18 3
290 76 84
779 871 23
167 275 59
149 298 26
682 948 36
565 846 34
641 872 52
428 490 77
239 247 15
545 816 61
404 767 51
375 574 9
480 365 95
657 370 93
855 922 23
917 522 19
957 459 40
428 237 70
634 391 67
610 96 43
162 678 81
544 696 5
412 747 29
161 734 35
424 501 24
125 723 46
702 258 66
287 731 57
527 31 86
677 656 53
905 712 41
507 490 39
655 89 24
451 497 62
570 169 79
142 92 35
121 714 84
37 844 33
485 670 82
888 829 60
708 585 80
242 531 34
891 47 58
805 540 91
643 869 23
765 853 63
628 490 46
601 488 61
887 949 82
93 673 56
857 929 1
866 711 18
996 498 27
769 273 19
74 242 76
116 195 47
950 54 61
440 401 25
4 619 7
538 67 28
941 132 99
731 9 66
851 204 38
984 215 73
223 148 46
863 958 28
985 29 77
592 508 94
275 0 96
693 100 30
755 24 87
948 768 81
997 581 27
735 422 29
445 386 55
368 659 34
550 678 32
546 432 44
253 182 44
955 624 81
397 353 96
564 978 99
894 910 39
582 99 6
22 626 79
416 911 20
305 665 24
992 224 41
881 302 77
131 172 59
195 71 57
78 213 66
782 5 93
748 381 95
324 424 71
951 110 54
249 445 36
227 28 98
617 959 81
685 183 28
577 2 39
806 464 47
190 485 5
597 828 83
83 738 78
133 362 14
154 833 19
615 79 28
294 148 18
612 482 46
189 730 96
956 18 50
157 160 21
855 103 10
898 574 46
562 269 91
686 788 31
684 624 41
849 235 74
247 298 20
803 785 83
9 553 29
450 758 30
952 636 95
894 912 70
67 986 44
369 645 8
708 969 75
198 494 98
296 789 59
332 432 94
183 443 15
855 226 58
979 746 7
887 155 84
818 468 54
371 896 12
755 855 38
687 527 31
752 857 80
581 868 12
367 709 27
980 101 86
825 181 28
643 534 89
691 709 13
116 485 22
139 562 59
15 223 38
649 169 33
449 749 30
422 416 39
325 742 48
604 277 62
915 653 88
371 663 59
57 389 12
383 164 62
945 617 1
476 193 55
488 221 40
282 213 27
222 946 52
823 26 15
447 104 74
228 572 50
460 412 63
887 125 8
708 998 88
643 16 53
290 775 65
350 723 50
364 908 28
968 19 70
46 368 52
414 779 70
455 605 80
683 413 74
892 223 42
891 310 21
933 100 87
469 580 40
89 556 88
381 508 33
832 391 29
712 105 3
174 498 99
297 393 23
979 621 44
591 74 77
418 39 73
99 195 14
409 394 11
374 786 1
717 866 60
719 596 65
300 390 77
462 974 87
264 702 93
976 678 8
653 474 15
646 880 30
207 865 14
931 525 59
854 778 15
407 244 53
610 782 24
174 687 46
931 139 17
567 611 60
451 331 31
496 457 95
671 180 24
354 620 62
624 849 27
626 861 28
598 436 98
240 95 65
810 496 31
794 394 84
553 410 20
182 769 94
328 455 9
815 432 9
487 439 82
473 206 99
444 890 75
554 824 30
802 604 56
987 230 74
147 669 20
483 55 44
47 356 61
69 520 90
286 687 65
231 103 53
549 414 5
910 908 14
288 988 1
259 399 100
789 91 40
274 990 76
134 192 23
675 861 42
91 88 52
634 189 65
78 718 74
606 896 53
740 567 33
462 983 33
431 239 40
894 737 93
918 102 24
935 470 45
980 189 77
688 25 75
325 54 60
747 428 72
67 76 14
218 159 15
345 41 19
110 859 5
913 756 92
811 592 36
412 60 44
485 702 20
488 150 21
490 366 56
638 240 42
791 61 42
814 651 64
733 504 38
647 75 8
765 563 12
560 740 31
47 966 49
610 788 30
804 260 81
727 912 79
130 906 85
219 661 46
684 753 11
113 723 33
255 468 91
890 467 14
880 970 76
924 149 62
553 959 1
843 184 59
976 451 48
950 294 22
830 982 72
303 968 35
551 693 2
22 476 42
7 878 12
798 68 19
448 467 83
785 820 12
163 115 97
968 997 83
650 72 31
997 844 34
861 986 60
969 649 58
415 352 79
613 579 13
841 540 54
669 550 53
831 368 49
175 622 88
888 630 27
853 450 37
254 216 77
678 376 89
9 777 38
72 79 40
541 886 43
857 783 17
332 166 12
686 490 16
814 400 23
235 662 65
398 443 57
433 413 73
48 328 72
51 796 72
591 333 12
757 969 13
539 650 27
906 255 98
158 944 95
279 603 14
845 928 1
281 993 9
609 5 72
412 72 62
139 90 94
422 92 4
898 444 69
51 93 76
444 233 8
6 93 75
824 941 92
308 541 11
492 225 67
690 744 23
245 780 20
809 124 44
683 883 23
591 440 86
491 668 66
967 301 28
355 982 63
641 946 57
875 561 74
537 479 69
666 733 65
833 452 61
933 419 95
18 508 83
707 81 69
442 547 43
51 129 67
153 641 41
450 748 4
680 32 10
513 625 80
149 794 14
236 400 100
653 854 9
397 940 73
988 214 83
68 189 45
806 35 8
135 82 29
700 813 45
102 524 14
484 319 55
284 234 99
912 226 84
641 294 12
792 102 30
804 448 73
60 81 95
388 260 67
340 756 64
227 699 82
275 808 92
228 992 8
712 520 63
825 662 97
646 509 97
501 924 89
613 343 100
52 362 46
581 750 8
279 82 26
281 788 58
333 11 24
320 376 93
109 924 94
840 72 3
506 379 31
747 349 100
462 442 19
945 986 59
849 645 5
966 970 11
153 709 32
791 328 94
272 882 76
807 426 47
75 872 53
182 156 94
750 854 62
879 457 73
760 229 65
206 514 73
81 569 1
720 856 95
189 211 61
294 230 42
379 11 10
886 81 19
773 476 76
594 18 28
398 111 38
970 298 48
505 356 88
29 357 48
659 59 55
177 211 20
926 412 23
745 985 32
850 453 20
509 987 57
588 682 76
699 357 61
690 778 99
346 380 76
257 7 90
708 844 22
308 587 47
914 369 20
998 725 43
786 7 34
347 858 78
573 421 98
552 200 34
356 348 8
156 842 84
530 317 25
867 971 15
642 736 18
491 109 28
857 677 37
792 892 100
619 709 6
468 188 75
408 554 6
489 826 72
126 977 33
856 39 42
924 201 54
148 528 74
437 244 56
477 260 75
238 33 41
728 322 66
714 712 36
912 789 99
456 84 14
158 111 93
761 319 38
184 78 80
985 169 11
341 89 74
337 474 100
82 176 3
421 672 25
963 137 43
781 455 52
687 384 35
462 735 41
686 417 92
63 167 58
149 401 18
446 832 45
534 976 99
753 892 77
735 327 32
545 597 79
883 552 13
301 365 51
243 190 7
745 578 81
580 340 58
669 69 36
49 333 61
156 831 24
34 638 84
915 434 86
687 909 8
819 472 67
227 344 72
23 10 9
733 792 50
592 795 82
715 312 12
854 388 89
779 251 78
838 471 72
840 254 26
234 881 86
764 849 84
661 633 84
190 171 97
634 13 46
110 272 49
827 42 55
197 465 34
787 305 72
192 130 27
110 693 30
886 233 94
492 165 15
787 282 76
526 686 89
742 163 66
99 368 22
81 461 91
685 238 94
942 39 12
659 449 58
165 127 48
760 552 2
495 244 62
699 116 79
691 428 91
126 317 50
194 489 87
811 393 88
986 649 14
861 793 35
898 376 18
63 652 37
186 622 44
13 325 64
864 928 6
400 496 44
146 856 37
399 2 33
780 942 71
295 922 11
130 329 47
150 860 25
178 980 98
223 200 31
136 648 22
142 302 78
657 856 44
513 862 16
248 368 52
415 435 86
835 188 34
43 227 91
13 545 55
96 891 67
187 258 49
753 641 47
398 62 54
159 922 60
893 222 13
741 983 17
943 965 51
258 108 69
991 508 20
708 20 25
244 142 29
94 209 42
380 53 14
29 353 64
651 200 81
649 918 35
848 793 85
240 163 64
61 532 88
800 546 63
329 667 76
775 634 7
905 746 78
754 508 74
612 673 55
672 450 43
854 889 82
499 874 78
494 602 41
463 400 85
801 207 19
935 739 54
744 499 70
874 527 49
699 248 34
562 500 80
89 517 72
613 386 88
430 586 90
573 343 10
585 205 81
85 219 51
880 798 28
91 377 92
466 826 64
466 694 79
785 655 8
713 62 49
710 21 39
742 360 17
174 776 13
209 2 22
833 538 69
502 645 86
953 478 63
312 279 85
754 299 35
508 808 50
575 290 42
919 956 72
934 85 91
620 410 44
225 590 88
700 982 49
328 599 16
682 870 87
755 947 85
460 308 74
253 463 73
489 496 62
150 240 30
387 672 82
689 358 64
807 297 61
523 446 89
916 313 69
780 896 79
906 169 62
425 758 93
908 810 90
52 516 70
555 633 2
555 503 63
963 252 27
338 801 82
85 654 14
866 718 78
819 299 86
156 412 87
27 495 47
693 81 91
150 90 69
999 379 94
467 181 19
209 421 70
628 18 72
735 250 39
279 130 45
331 536 11
654 117 87
394 703 73
742 986 62
485 540 50
101 130 85
855 88 48
545 563 3
75 483 59
136 994 34
18 201 90
693 487 56
769 931 90
840 371 66
561 357 30
283 573 89
345 385 2
935 860 43
869 548 21
356 421 17
913 502 48
836 776 22
39 512 15
939 613 9
769 413 85
889 852 11
392 605 77
910 586 18
341 8 29
780 151 54
518 260 66
545 536 87
743 968 5
725 447 48
264 575 7
55 719 33
19 867 21
323 425 48
778 30 51
653 228 60
507 620 47
453 768 7
799 280 75
185 4 91
414 476 57
454 255 39
377 120 3
568 268 88
148 722 5
786 105 80
371 174 83
911 671 32
787 519 29
127 62 89
3 277 3
713 165 66
78 879 93
394 846 96
99 239 15
682 566 70
611 886 23
243 278 1
572 406 13
31 168 50
70 287 96
526 425 70
905 269 63
239 718 18
274 827 30
318 800 91
752 621 87
282 833 97
723 75 94
228 30 16
42 998 53
977 367 98
29 221 62
22 143 91
4 505 42
71 452 24
245 288 32
702 656 31
648 784 50
868 288 72
248 370 12
202 41 67
739 795 60
845 970 99
264 817 43
48 863 22
953 134 18
92 614 96
171 447 51
642 104 18
89 947 47
101 528 27
189 799 7
885 78 31
400 441 8
801 231 9
819 875 82
308 442 46
329 81 3
218 308 99
636 700 2
240 47 15
17 718 64
991 759 80
603 283 85
206 367 84
224 869 19
633 209 21
386 906 21
320 832 60
389 876 83
907 956 10
722 269 24
565 321 17
776 524 14
57 832 6
557 974 36
754 309 38
103 216 88
532 491 65
427 381 3
979 960 80
973 511 74
964 624 20
890 64 42
699 973 57
360 80 81
67 805 14
75 350 83
566 82 27
282 64 66
325 172 92
390 335 30
319 151 16
384 869 31
706 164 100
949 941 2
473 3 3
990 290 5
78 247 68
971 744 12
448 664 93
353 297 18
869 353 98
731 14 58
367 585 28
650 824 58
854 910 56
765 195 21
143 198 23
142 928 17
818 515 73
30 231 50
37 16 41
250 539 79
780 393 87
699 883 63
238 377 91
545 331 18
302 945 28
969 744 31
448 352 5
795 263 11
636 936 63
911 363 15
408 671 66
903 826 29
965 268 58
24 234 87
17 133 19
767 869 85
148 743 88
493 145 63
328 528 69
880 263 60
160 207 17
16 357 84
674 796 47
143 680 75
272 652 33
66 827 4
199 261 31
469 53 44
38 336 66
987 790 72
870 830 40
370 246 37
191 931 90
244 548 26
875 285 24
125 376 42
734 138 57
224 20 50
306 160 7
923 62 3
965 404 73
427 2 66
371 884 68
463 520 76
331 513 49
607 968 75
526 494 81
425 586 9
334 12 53
210 927 12
709 28 98
44 195 32
299 96 33
629 161 81
443 469 96
474 829 54
893 366 66
473 141 89
95 205 72
357 829 30
805 633 93
805 973 45
521 54 50
51 84 60
581 202 69
487 601 52
633 851 68
603 823 63
989 937 48
262 599 27
809 999 5
504 605 76
534 659 29
554 79 58
388 795 96
103 476 19
224 761 26
388 389 77
330 793 59
647 159 97
355 25 71
235 0 3
227 37 90
479 912 39
826 721 17
591 914 85
302 344 85
818 358 52
197 520 2
133 338 67
762 694 38
119 550 49
544 50 68
989 853 99
271 473 31
346 138 32
539 557 12
934 658 72
950 613 81
555 885 91
634 707 16
761 154 36
800 99 35
770 107 49
631 479 87
341 637 28
955 785 55
982 392 48
896 856 34
536 295 87
696 123 66
995 875 90
975 719 45
47 764 52
282 200 44
56 802 58
843 704 67
389 869 15
355 453 61
685 981 83
942 141 95
430 780 63
227 375 56
541 591 57
958 68 66
327 928 75
907 634 100
44 676 89
733 139 22
871 766 10
518 875 77
695 395 18
924 936 95
325 154 83
944 64 42
913 281 29
964 206 83
729 4 49
387 212 46
910 556 100
738 277 78
50 468 64
829 686 49
947 176 26
589 324 96
268 822 57
175 694 78
938 689 88
750 885 87
182 456 98
800 931 64
709 10 68
931 912 38
113 415 66
370 87 34
475 616 35
270 218 12
643 53 39
249 923 71
144 934 89
539 214 50
904 766 92
887 624 38
183 687 76
265 48 93
117 768 51
570 672 12
32 122 17
54 955 47
700 606 10
470 794 35
837 727 35
783 149 77
35 683 7
812 891 2
691 838 91
301 657 19
659 585 87
612 950 78
28 728 37
17 981 11
230 739 98
877 449 9
432 869 53
555 528 10
681 191 51
611 806 27
246 661 12
952 801 41
249 655 8
711 499 57
204 724 56
585 912 65
527 292 85
310 936 74
405 685 61
228 324 88
90 178 64
82 260 73
48 838 36
125 144 28
260 0 26
241 122 72
781 641 76
155 31 47
426 923 69
690 365 57
1 288 89
142 542 26
261 74 67
14 890 20
69 61 50
100 105 77
544 309 36
948 294 1
29 37 94
814 677 3
138 705 54
441 863 64
162 312 82
735 572 60
501 366 99
853 730 9
546 895 87
661 834 30
397 788 71
337 339 21
181 582 4
385 190 43
383 861 52
20 854 56
198 537 49
967 2 54
668 499 17
810 532 73
571 646 61
416 418 78
467 167 16
788 365 38
868 634 82
377 479 49
769 208 54
700 999 100
602 809 56
975 733 91
868 903 65
172 906 19
21 87 31
453 109 20
760 605 42
834 804 77
720 225 87
705 203 20
467 989 49
481 54 59
39 129 76
913 805 29
651 137 24
803 956 68
520 79 83
312 419 60
529 864 48
351 922 37
213 25 47
304 714 44
580 67 100
230 840 4
395 505 13
881 251 47
736 418 53
436 355 53
800 13 14
267 720 59
919 635 36
517 635 67
291 638 91
467 748 32
48 356 29
851 672 26
620 124 20
396 198 33
822 871 22
704 366 77
472 619 27
335 366 20
459 379 87
890 314 95
308 644 92
962 845 73
736 208 2
373 49 24
929 642 33
718 834 96
522 470 90
353 427 97
811 472 45
120 243 6
341 833 97
695 294 56
79 708 56
625 151 44
405 822 98
307 546 37
885 426 1
523 386 11
291 605 57
825 982 75
810 30 37
842 792 39
745 240 1
699 446 50
652 259 74
36 440 39
715 452 82
880 620 37
457 68 99
125 983 15
710 752 80
621 417 76
947 222 28
342 738 9
456 639 73
921 283 29
744 728 73
490 316 17
437 525 84
936 697 83
245 421 29
715 325 73
741 81 31
300 667 60
731 548 11
456 790 58
931 308 20
965 911 14
893 930 25
459 730 16
470 1 45
265 166 67
4 525 85
941 228 91
676 729 5
446 456 36
13 521 91
331 476 59
645 105 17
105 788 34
236 78 7
207 907 61
670 647 88
84 560 16
720 978 15
330 624 20
6 980 77
366 471 80
448 765 67
370 450 36
261 177 68
509 388 44
402 541 93
236 538 27
145 210 51
75 481 85
829 81 79
116 454 83
656 184 25
644 883 52
133 720 8
669 119 62
131 875 76
669 212 95
661 147 94
732 909 28
534 38 6
837 627 59
962 249 53
354 423 23
306 703 5
760 156 63
615 268 90
609 669 84
771 176 57
641 799 85
870 18 9
53 181 81
612 811 45
854 562 97
398 743 19
655 373 80
879 246 76
376 607 35
505 132 46
897 901 38
668 672 23
807 132 58
662 818 35
443 214 32
383 929 94
584 622 73
714 762 11
32 611 81
928 668 44
789 262 88
45 118 32
437 681 78
297 162 62
558 309 99
727 498 65
172 194 98
573 223 17
683 748 61
956 36 79
473 787 58
235 814 45
968 649 28
268 307 35
350 78 69
388 911 43
577 39 38
212 827 28
23 644 57
175 348 41
796 568 91
949 773 98
779 175 43
853 339 28
527 712 80
214 462 76
197 7 99
990 599 21
626 500 70
615 850 8
663 260 54
339 769 72
812 661 82
238 501 79
312 773 4
538 217 93
494 497 32
407 866 94
62 731 29
141 118 69
586 702 45
769 177 13
519 2 78
58 238 96
561 884 90
994 385 41
587 907 13
792 305 46
708 490 77
907 250 45
870 206 22
348 754 45
408 135 87
483 593 90
60 486 86
39 469 10
44 838 46
958 999 6
245 893 43
744 957 16
22 158 24
575 532 19
664 805 43
150 953 64
71 130 65
606 128 65
72 312 9
558 680 13
837 826 99
186 164 31
330 153 33
318 374 22
942 703 21
166 273 64
658 200 86
683 64 65
719 961 10
16 832 15
389 400 48
170 393 76
155 632 87
455 693 75
559 77 37
435 257 87
616 353 78
840 288 95
811 16 40
189 800 86
764 108 44
435 844 16
604 662 64
191 453 24
16 782 56
649 118 80
208 244 18
992 664 61
112 514 47
663 661 34
445 746 76
852 750 74
884 406 20
994 926 21
128 83 43
229 903 11
64 943 10
359 954 89
659 786 82
609 547 67
1 45 82
236 79 49
